peakName,gene,TBP,TFIIA,TFIIB,TFIIE,TFIIF
chrX_365518_365752,YJL041W,<1,NA,NA,NA,NA
chrX_381662_383874,YJL033W,<1,NA,NA,NA,NA
chrX_393677_393932,YJL025W,<1,NA,NA,NA,NA
chrX_398375_398573,YJL023C,<1,NA,NA,NA,NA
chrX_405057_405496,YJL016W,<1,NA,NA,NA,NA
chrX_411053_411337,YJL013C,<1,NA,NA,NA,NA
chrX_434961_435205,YJL001W,<1,NA,NA,NA,NA
chrX_454615_454926,YJR009C,<1,NA,NA,NA,NA
chrX_460207_460364,YJR013W,<1,NA,NA,NA,NA
chrX_477702_478366,YJR028W,<1,NA,NA,NA,NA
chrX_486212_486593,YJR030C,<1,NA,NA,NA,NA
chrX_519360_522049,YJR045C,<1,NA,NA,NA,NA
chrX_525960_527038,YJR048W,<1,NA,NA,NA,NA
chrX_545177_545776,YJR058C,<1,NA,NA,NA,NA
chrX_569395_569617,YJR069C,<1,NA,NA,NA,NA
chrX_572145_572350,YJR072C,<1,NA,NA,NA,NA
chrX_573750_573974,YJR075W,<1,NA,NA,NA,NA
chrX_581637_581884,YJR080C,<1,NA,NA,NA,NA
chrX_582336_582603,YJR082C,<1,NA,NA,NA,NA
chrX_608676_609783,YJR095W,<1,NA,NA,NA,NA
chrX_612003_612231,YJR097W,<1,NA,NA,NA,NA
chrX_620182_620809,YJR103W,<1,NA,NA,NA,NA
chrX_640345_640732,YJR116W,<1,NA,NA,NA,NA
chrX_644108_644254,YJR118C,<1,NA,NA,NA,NA
chrX_648824_649541,YJR122W,<1,NA,NA,NA,NA
chrX_651633_652784,YJR123W,<1,NA,NA,NA,NA
chrX_654181_654358,YJR124C,<1,NA,NA,NA,NA
chrX_655947_656109,YJR125C,<1,NA,NA,NA,NA
chrX_663415_664293,snR3,<1,NA,NA,NA,NA
chrX_669350_669542,YJR132W,<1,NA,NA,NA,NA
chrX_678707_678907,YJR136C,<1,NA,NA,NA,NA
chrX_696926_697133,YJR142W,<1,NA,NA,NA,NA
chrX_700585_700934,YJR144W,<1,NA,NA,NA,NA
chrX_730122_730272,YJR157W,<1,NA,NA,NA,NA
chrXI_20767_24443,YKL217W,<1,NA,NA,NA,NA
chrXI_30699_31002,YKL215C,<1,NA,NA,NA,NA
chrXI_49794_50081,YKL205W,<1,NA,NA,NA,NA
chrXI_80867_81018,YKL191W,<1,NA,NA,NA,NA
chrXI_88669_89083,YKL188C,<1,NA,NA,NA,NA
chrXI_93972_94384,YKL185W,<1,NA,NA,NA,NA
chrXI_96149_96666,YKL184W,<1,NA,NA,NA,NA
chrXI_99947_100660,YKL182W,<1,NA,NA,NA,NA
chrXI_106754_107215,YKL181W,<1,NA,NA,NA,NA
chrXI_125579_125825,YKL172W,<1,NA,NA,NA,NA
chrXI_142723_143764,YKL164C,<1,NA,NA,NA,NA
chrXI_152950_153340,YKL160W,<1,NA,NA,NA,NA
chrXI_161318_161557,YKL155C,<1,NA,NA,NA,NA
chrXI_163284_165170,YKL152C,<1,NA,NA,NA,NA
chrXI_168764_169202,YKL149C,<1,NA,NA,NA,NA
chrXI_171053_171806,YKL148C,<1,NA,NA,NA,NA
chrXI_173984_174241,YKL145W,<1,NA,NA,NA,NA
chrXI_176488_176778,YKL143W,<1,NA,NA,NA,NA
chrXI_180354_180563,YKL140W,<1,NA,NA,NA,NA
chrXI_182664_182858,YKL139W,<1,NA,NA,NA,NA
chrXI_200209_200445,YKL129C,<1,NA,NA,NA,NA
chrXI_207983_208240,YKL125W,<1,NA,NA,NA,NA
chrXI_222914_223320,YKL115C,<1,NA,NA,NA,NA
chrXI_224495_224684,YKL114C,<1,NA,NA,NA,NA
chrXI_229897_230378,YKL110C,<1,NA,NA,NA,NA
chrXI_231678_232196,YKL109W,<1,NA,NA,NA,NA
chrXI_233004_234399,YKL108W,<1,NA,NA,NA,NA
chrXI_248502_248796,YKL101W,<1,NA,NA,NA,NA
chrXI_273183_273372,YKL089W,<1,NA,NA,NA,NA
chrXI_277907_278205,YKL087C,<1,NA,NA,NA,NA
chrXI_279984_280543,YKL084W,<1,NA,NA,NA,NA
chrXI_282319_282543,YKL082C,<1,NA,NA,NA,NA
chrXI_283093_283571,snR38,<1,NA,NA,NA,NA
chrXI_284382_284988,YKL080W,<1,NA,NA,NA,NA
chrXI_286136_286562,YKL079W,<1,NA,NA,NA,NA
chrXI_291107_291435,YKL077W,<1,NA,NA,NA,NA
chrXI_316955_317666,YKL065C,<1,NA,NA,NA,NA
chrXI_326130_327829,YKL060C,<1,NA,NA,NA,NA
chrXI_333959_334609,YKL057C,<1,NA,NA,NA,NA
chrXI_334766_335389,YKL056C,<1,NA,NA,NA,NA
chrXI_338676_339181,YKL054C,<1,NA,NA,NA,NA
chrXI_339435_339626,YKL053W,<1,NA,NA,NA,NA
chrXI_346759_346925,YKL049C,<1,NA,NA,NA,NA
chrXI_349166_349520,YKL047W,<1,NA,NA,NA,NA
chrXI_361781_361971,YKL040C,<1,NA,NA,NA,NA
chrXI_365212_365371,YKL038W,<1,NA,NA,NA,NA
chrXI_369616_369859,YKL035W,<1,NA,NA,NA,NA
chrXI_387179_387539,YKL027W,<1,NA,NA,NA,NA
chrXI_389880_390396,YKL026C,<1,NA,NA,NA,NA
chrXI_398605_398841,YKL021C,<1,NA,NA,NA,NA
chrXI_448051_448244,YKR004C,<1,NA,NA,NA,NA
chrXI_461269_461614,YKR010C,<1,NA,NA,NA,NA
chrXI_463561_463998,YKR013W,<1,NA,NA,NA,NA
chrXI_469314_469752,YKR016W,<1,NA,NA,NA,NA
chrXI_514669_515701,YKR039W,<1,NA,NA,NA,NA
chrXI_521653_521980,YKR043C,<1,NA,NA,NA,NA
chrXI_533462_534073,YKR052C,<1,NA,NA,NA,NA
chrXI_549275_549613,YKR056W,<1,NA,NA,NA,NA
chrXI_552287_552746,YKR058W,<1,NA,NA,NA,NA
chrXI_556221_556525,YKR060W,<1,NA,NA,NA,NA
chrXI_557194_557743,YKR061W,<1,NA,NA,NA,NA
chrXI_558850_559646,snR42,<1,NA,NA,NA,NA
chrXI_562307_562453,YKR063C,<1,NA,NA,NA,NA
chrXI_565916_566164,YKR065C,<1,NA,NA,NA,NA
chrXI_583319_583678,YKR077W,<1,NA,NA,NA,NA
chrXI_596840_597023,YKR083C,<1,NA,NA,NA,NA
chrXI_635508_635656,YKR099W,<1,NA,NA,NA,NA
chrXII_9890_10042,YLL066C,<1,NA,NA,NA,NA
chrXII_17845_17998,YLL061W,<1,NA,NA,NA,NA
chrXII_52601_53119,YLL042C,<1,NA,NA,NA,NA
chrXII_63705_64048,YLL040C,<1,NA,NA,NA,NA
chrXII_66533_66740,YLL037W,<1,NA,NA,NA,NA
chrXII_86957_87367,YLL027W,<1,NA,NA,NA,NA
chrXII_95145_98001,YLL024C,<1,NA,NA,NA,NA
chrXII_98880_99031,YLL023C,<1,NA,NA,NA,NA
chrXII_100498_100829,YLL021W,<1,NA,NA,NA,NA
chrXII_108989_109215,YLL018C-A,<1,NA,NA,NA,NA
chrXII_127371_127547,YLL011W,<1,NA,NA,NA,NA
chrXII_156309_156489,YLR002C,<1,NA,NA,NA,NA
chrXII_157705_158048,YLR003C,<1,NA,NA,NA,NA
chrXII_174940_175166,YLR014C,<1,NA,NA,NA,NA
chrXII_183462_183622,YLR021W,<1,NA,NA,NA,NA
chrXII_184871_185374,YLR022C,<1,NA,NA,NA,NA
chrXII_201335_202835,YLR029C,<1,NA,NA,NA,NA
chrXII_204651_204812,YLR032W,<1,NA,NA,NA,NA
chrXII_230476_230664,YLR042C,<1,NA,NA,NA,NA
chrXII_231967_232869,YLR043C,<1,NA,NA,NA,NA
chrXII_246126_246309,YLR050C,<1,NA,NA,NA,NA
chrXII_246955_247237,YLR052W,<1,NA,NA,NA,NA
chrXII_253533_253900,YLR056W,<1,NA,NA,NA,NA
chrXII_254902_255270,YLR057W,<1,NA,NA,NA,NA
chrXII_273902_274191,YLR069C,<1,NA,NA,NA,NA
chrXII_281653_281962,YLR073C,<1,NA,NA,NA,NA
chrXII_282463_283889,YLR075W,<1,NA,NA,NA,NA
chrXII_288869_292452,YLR081W,<1,NA,NA,NA,NA
chrXII_363770_364086,YLR107W,<1,NA,NA,NA,NA
chrXII_371060_371634,YLR113W,<1,NA,NA,NA,NA
chrXII_380726_380896,YLR116W,<1,NA,NA,NA,NA
chrXII_390281_390445,YLR121C,<1,NA,NA,NA,NA
chrXII_398359_398517,YLR128W,<1,NA,NA,NA,NA
chrXII_432038_432208,YLR145W,<1,NA,NA,NA,NA
chrXII_434468_434637,YLR148W,<1,NA,NA,NA,NA
chrXII_442692_442987,YLR151C,<1,NA,NA,NA,NA
chrXII_483729_483879,YLR158C,<1,NA,NA,NA,NA
chrXII_498657_499802,YLR167W,<1,NA,NA,NA,NA
chrXII_505805_506211,YLR175W,<1,NA,NA,NA,NA
chrXII_514765_514933,YLR179C,<1,NA,NA,NA,NA
chrXII_517684_517922,YLR181C,<1,NA,NA,NA,NA
chrXII_523225_523672,YLR186W,<1,NA,NA,NA,NA
chrXII_540491_540929,YLR193C,<1,NA,NA,NA,NA
chrXII_545722_546142,YLR197W,<1,NA,NA,NA,NA
chrXII_547437_547772,YLR198C,<1,NA,NA,NA,NA
chrXII_548770_549027,YLR200W,<1,NA,NA,NA,NA
chrXII_550243_550467,YLR201C,<1,NA,NA,NA,NA
chrXII_612146_612294,YLR236C,<1,NA,NA,NA,NA
chrXII_620297_620448,YLR241W,<1,NA,NA,NA,NA
chrXII_623868_624156,YLR242C,<1,NA,NA,NA,NA
chrXII_626309_626634,YLR244C,<1,NA,NA,NA,NA
chrXII_633921_634249,YLR248W,<1,NA,NA,NA,NA
chrXII_636496_640336,YLR249W,<1,NA,NA,NA,NA
chrXII_650841_651114,YLR256W-A,<1,NA,NA,NA,NA
chrXII_668890_669471,YLR262C,<1,NA,NA,NA,NA
chrXII_673354_674062,YLR264C-A,<1,NA,NA,NA,NA
chrXII_679919_680110,YLR268W,<1,NA,NA,NA,NA
chrXII_680991_681141,YLR270W,<1,NA,NA,NA,NA
chrXII_696820_697085,YLR276C,<1,NA,NA,NA,NA
chrXII_708230_708496,YLR285C-A,<1,NA,NA,NA,NA
chrXII_712082_712551,YLR287C,<1,NA,NA,NA,NA
chrXII_714855_715035,YLR288C,<1,NA,NA,NA,NA
chrXII_720407_720738,YLR292C,<1,NA,NA,NA,NA
chrXII_721372_722014,YLR293C,<1,NA,NA,NA,NA
chrXII_747141_747322,YLR307C-A,<1,NA,NA,NA,NA
chrXII_762340_762602,YLR313C,<1,NA,NA,NA,NA
chrXII_777839_778051,YLR321C,<1,NA,NA,NA,NA
chrXII_790166_790452,YLR332W,<1,NA,NA,NA,NA
chrXII_805600_806608,YLR340W,<1,NA,NA,NA,NA
chrXII_809394_809889,YLR342W,<1,NA,NA,NA,NA
chrXII_815561_815879,YLR342W-A,<1,NA,NA,NA,NA
chrXII_826447_827033,YLR347C,<1,NA,NA,NA,NA
chrXII_830713_830965,YLR352W,<1,NA,NA,NA,NA
chrXII_837202_839927,YLR355C,<1,NA,NA,NA,NA
chrXII_840179_840346,YLR356W,<1,NA,NA,NA,NA
chrXII_844067_844229,YLR358C,<1,NA,NA,NA,NA
chrXII_845663_846065,YLR360W,<1,NA,NA,NA,NA
chrXII_849138_849333,YLR361C,<1,NA,NA,NA,NA
chrXII_853775_854005,YLR364W,<1,NA,NA,NA,NA
chrXII_856804_857066,snR44,<1,NA,NA,NA,NA
chrXII_857294_857538,YLR368W,<1,NA,NA,NA,NA
chrXII_862218_862609,YLR370C,<1,NA,NA,NA,NA
chrXII_866798_867314,YLR372W,<1,NA,NA,NA,NA
chrXII_873530_873824,YLR376C,<1,NA,NA,NA,NA
chrXII_879546_879725,YLR381W,<1,NA,NA,NA,NA
chrXII_885044_885242,YLR383W,<1,NA,NA,NA,NA
chrXII_912282_912555,YLR396C,<1,NA,NA,NA,NA
chrXII_914845_915054,YLR397C,<1,NA,NA,NA,NA
chrXII_924436_924582,YLR401C,<1,NA,NA,NA,NA
chrXII_928566_928754,YLR404W,<1,NA,NA,NA,NA
chrXII_932650_932798,YLR407W,<1,NA,NA,NA,NA
chrXII_937191_937546,YLR409C,<1,NA,NA,NA,NA
chrXII_940931_941498,YLR410W-A,<1,NA,NA,NA,NA
chrXII_946331_947129,YLR411W,<1,NA,NA,NA,NA
chrXII_954167_954424,YLR414C,<1,NA,NA,NA,NA
chrXII_990595_990890,YLR429W,<1,NA,NA,NA,NA
chrXII_992950_993207,YLR430W,<1,NA,NA,NA,NA
chrXII_1006049_1006363,YLR435W,<1,NA,NA,NA,NA
chrXII_1011272_1011630,YLR436C,<1,NA,NA,NA,NA
chrXII_1017735_1018184,YLR440C,<1,NA,NA,NA,NA
chrXII_1022248_1022524,YLR442C,<1,NA,NA,NA,NA
chrXII_1030537_1030824,YLR449W,<1,NA,NA,NA,NA
chrXII_1043002_1043179,YLR453C,<1,NA,NA,NA,NA
chrXII_1053122_1053456,YLR455W,<1,NA,NA,NA,NA
chrXII_1070421_1070625,YLR466C-A,<1,NA,NA,NA,NA
chrXII_1077092_1077308,YLR467C-A,<1,NA,NA,NA,NA
chrXIII_4550_4913,YML133C,<1,NA,NA,NA,NA
chrXIII_13189_13569,YML130C,<1,NA,NA,NA,NA
chrXIII_23659_26108,YML123C,<1,NA,NA,NA,NA
chrXIII_43503_44026,YML114C,<1,NA,NA,NA,NA
chrXIII_54514_54799,YML108W,<1,NA,NA,NA,NA
chrXIII_56224_56640,YML107C,<1,NA,NA,NA,NA
chrXIII_79704_79924,YML096W,<1,NA,NA,NA,NA
chrXIII_82907_83136,YML093W,<1,NA,NA,NA,NA
chrXIII_99460_99772,YML084W,<1,NA,NA,NA,NA
chrXIII_104577_104728,YML081W,<1,NA,NA,NA,NA
chrXIII_110780_111093,YML078W,<1,NA,NA,NA,NA
chrXIII_111635_111909,YML077W,<1,NA,NA,NA,NA
chrXIII_118924_119199,YML075C,<1,NA,NA,NA,NA
chrXIII_129451_129795,YML072C,<1,NA,NA,NA,NA
chrXIII_148718_148908,YML062C,<1,NA,NA,NA,NA
chrXIII_151591_151823,YML060W,<1,NA,NA,NA,NA
chrXIII_159085_160213,YML058W,<1,NA,NA,NA,NA
chrXIII_164167_164775,YML056C,<1,NA,NA,NA,NA
chrXIII_170705_171701,YML051W,<1,NA,NA,NA,NA
chrXIII_172948_173139,YML050W,<1,NA,NA,NA,NA
chrXIII_191804_192001,YML043C,<1,NA,NA,NA,NA
chrXIII_204155_204400,YML038C,<1,NA,NA,NA,NA
chrXIII_205440_205600,YML037C,<1,NA,NA,NA,NA
chrXIII_241519_242128,YML016C,<1,NA,NA,NA,NA
chrXIII_245875_246206,YML012W,<1,NA,NA,NA,NA
chrXIII_250900_251128,YML009C-A,<1,NA,NA,NA,NA
chrXIII_271232_271662,YMR001C-A,<1,NA,NA,NA,NA
chrXIII_272660_272908,YMR003W,<1,NA,NA,NA,NA
chrXIII_279653_279955,YMR006C,<1,NA,NA,NA,NA
chrXIII_284668_284983,YMR010W,<1,NA,NA,NA,NA
chrXIII_335096_335251,YMR032W,<1,NA,NA,NA,NA
chrXIII_337656_337813,YMR033W,<1,NA,NA,NA,NA
chrXIII_348286_348641,YMR038C,<1,NA,NA,NA,NA
chrXIII_349586_349942,YMR039C,<1,NA,NA,NA,NA
chrXIII_353293_353833,YMR043W,<1,NA,NA,NA,NA
chrXIII_355117_355303,YMR044W,<1,NA,NA,NA,NA
chrXIII_378206_378609,YMR051C,<1,NA,NA,NA,NA
chrXIII_405588_405770,YMR067C,<1,NA,NA,NA,NA
chrXIII_406072_406232,YMR068W,<1,NA,NA,NA,NA
chrXIII_407578_407745,YMR069W,<1,NA,NA,NA,NA
chrXIII_408671_409090,YMR070W,<1,NA,NA,NA,NA
chrXIII_412892_413176,YMR073C,<1,NA,NA,NA,NA
chrXIII_434589_434830,YMR083W,<1,NA,NA,NA,NA
chrXIII_453840_454072,YMR093W,<1,NA,NA,NA,NA
chrXIII_455517_455699,YMR094W,<1,NA,NA,NA,NA
chrXIII_475395_476002,YMR104C,<1,NA,NA,NA,NA
chrXIII_482858_483068,YMR107W,<1,NA,NA,NA,NA
chrXIII_483624_484004,YMR108W,<1,NA,NA,NA,NA
chrXIII_491922_492257,YMR110C,<1,NA,NA,NA,NA
chrXIII_509316_509708,YMR120C,<1,NA,NA,NA,NA
chrXIII_510956_511883,YMR122W-A,<1,NA,NA,NA,NA
chrXIII_517308_517563,YMR125W,<1,NA,NA,NA,NA
chrXIII_527603_527789,YMR129W,<1,NA,NA,NA,NA
chrXIII_531807_532027,YMR130W,<1,NA,NA,NA,NA
chrXIII_535562_535733,YMR132C,<1,NA,NA,NA,NA
chrXIII_540572_541232,YMR136W,<1,NA,NA,NA,NA
chrXIII_554389_557808,YMR145C,<1,NA,NA,NA,NA
chrXIII_562825_563109,YMR152W,<1,NA,NA,NA,NA
chrXIII_564207_564379,YMR153W,<1,NA,NA,NA,NA
chrXIII_577575_577744,YMR161W,<1,NA,NA,NA,NA
chrXIII_584020_584332,YMR162C,<1,NA,NA,NA,NA
chrXIII_599226_599440,YMR168C,<1,NA,NA,NA,NA
chrXIII_608497_608704,YMR173W,<1,NA,NA,NA,NA
chrXIII_623164_623493,YMR180C,<1,NA,NA,NA,NA
chrXIII_628646_629034,YMR185W,<1,NA,NA,NA,NA
chrXIII_632037_634709,YMR186W,<1,NA,NA,NA,NA
chrXIII_636020_636170,YMR187C,<1,NA,NA,NA,NA
chrXIII_645391_645674,YMR191W,<1,NA,NA,NA,NA
chrXIII_646884_647080,YMR192W,<1,NA,NA,NA,NA
chrXIII_651867_653042,snR11,<1,NA,NA,NA,NA
chrXIII_661872_662622,YMR199W,<1,NA,NA,NA,NA
chrXIII_668208_668559,YMR203W,<1,NA,NA,NA,NA
chrXIII_671313_671462,YMR204C,<1,NA,NA,NA,NA
chrXIII_688905_689089,YMR211W,<1,NA,NA,NA,NA
chrXIII_701526_701821,YMR217W,<1,NA,NA,NA,NA
chrXIII_712137_712313,YMR220W,<1,NA,NA,NA,NA
chrXIII_716328_716552,YMR222C,<1,NA,NA,NA,NA
chrXIII_731137_731317,YMR229C,<1,NA,NA,NA,NA
chrXIII_746114_746339,YMR238W,<1,NA,NA,NA,NA
chrXIII_751464_751910,YMR241W,<1,NA,NA,NA,NA
chrXIII_770434_770732,YMR250W,<1,NA,NA,NA,NA
chrXIII_784291_784623,YMR258C,<1,NA,NA,NA,NA
chrXIII_788872_789340,YMR259C,<1,NA,NA,NA,NA
chrXIII_789808_789999,YMR260C,<1,NA,NA,NA,NA
chrXIII_794748_794894,YMR263W,<1,NA,NA,NA,NA
chrXIII_804266_804441,YMR269W,<1,NA,NA,NA,NA
chrXIII_806520_806754,YMR270C,<1,NA,NA,NA,NA
chrXIII_815408_815563,YMR274C,<1,NA,NA,NA,NA
chrXIII_835125_835364,YMR282C,<1,NA,NA,NA,NA
chrXIII_848504_848658,YMR289W,<1,NA,NA,NA,NA
chrXIII_858078_858308,YMR294W-A,<1,NA,NA,NA,NA
chrXIII_865340_865588,YMR299C,<1,NA,NA,NA,NA
chrXIII_867137_867569,YMR300C,<1,NA,NA,NA,NA
chrXIII_872930_875026,YMR303C,<1,NA,NA,NA,NA
chrXIII_886156_886506,YMR306C-A,<1,NA,NA,NA,NA
chrXIV_5578_5913,YNL339C,<1,NA,NA,NA,NA
chrXIV_19333_19521,YNL330C,<1,NA,NA,NA,NA
chrXIV_34166_34408,YNL322C,<1,NA,NA,NA,NA
chrXIV_43131_43289,YNL316C,<1,NA,NA,NA,NA
chrXIV_64460_64787,YNL301C,<1,NA,NA,NA,NA
chrXIV_82607_82813,YNL292W,<1,NA,NA,NA,NA
chrXIV_87215_90223,snR40,<1,NA,NA,NA,NA
chrXIV_94957_95110,YNL286W,<1,NA,NA,NA,NA
chrXIV_112839_113210,YNL278W,<1,NA,NA,NA,NA
chrXIV_140671_140842,YNL267W,<1,NA,NA,NA,NA
chrXIV_154867_155142,YNL261W,<1,NA,NA,NA,NA
chrXIV_157344_157581,YNL260C,<1,NA,NA,NA,NA
chrXIV_172317_172570,YNL252C,<1,NA,NA,NA,NA
chrXIV_181034_181259,YNL249C,<1,NA,NA,NA,NA
chrXIV_185196_185383,YNL246W,<1,NA,NA,NA,NA
chrXIV_200014_200237,YNL240C,<1,NA,NA,NA,NA
chrXIV_201960_202226,YNL238W,<1,NA,NA,NA,NA
chrXIV_211540_211770,YNL233W,<1,NA,NA,NA,NA
chrXIV_214759_214938,YNL232W,<1,NA,NA,NA,NA
chrXIV_230491_230894,snR19,<1,NA,NA,NA,NA
chrXIV_233741_234418,YNL220W,<1,NA,NA,NA,NA
chrXIV_244181_244415,YNL215W,<1,NA,NA,NA,NA
chrXIV_255076_255313,YNL207W,<1,NA,NA,NA,NA
chrXIV_270953_271105,YNL196C,<1,NA,NA,NA,NA
chrXIV_281871_282320,YNL190W,<1,NA,NA,NA,NA
chrXIV_285946_286317,YNL188W,<1,NA,NA,NA,NA
chrXIV_332102_332544,YNL161W,<1,NA,NA,NA,NA
chrXIV_345298_345701,YNL154C,<1,NA,NA,NA,NA
chrXIV_348587_348788,YNL151C,<1,NA,NA,NA,NA
chrXIV_356776_357343,YNL143C,<1,NA,NA,NA,NA
chrXIV_375098_375312,YNL132W,<1,NA,NA,NA,NA
chrXIV_387083_387237,YNL126W,<1,NA,NA,NA,NA
chrXIV_394523_394691,YNL123W,<1,NA,NA,NA,NA
chrXIV_405483_406431,YNL118C,<1,NA,NA,NA,NA
chrXIV_407974_408247,YNL116W,<1,NA,NA,NA,NA
chrXIV_417281_417631,YNL111C,<1,NA,NA,NA,NA
chrXIV_418468_418826,YNL110C,<1,NA,NA,NA,NA
chrXIV_426634_427671,YNL104C,<1,NA,NA,NA,NA
chrXIV_429608_430079,YNL102W,<1,NA,NA,NA,NA
chrXIV_434515_434872,YNL101W,<1,NA,NA,NA,NA
chrXIV_437297_437653,YNL100W,<1,NA,NA,NA,NA
chrXIV_447219_447387,YNL094W,<1,NA,NA,NA,NA
chrXIV_457451_457620,YNL088W,<1,NA,NA,NA,NA
chrXIV_466748_467018,YNL085W,<1,NA,NA,NA,NA
chrXIV_471137_471413,YNL083W,<1,NA,NA,NA,NA
chrXIV_473104_473385,YNL082W,<1,NA,NA,NA,NA
chrXIV_476587_476827,YNL081C,<1,NA,NA,NA,NA
chrXIV_479589_479754,YNL078W,<1,NA,NA,NA,NA
chrXIV_480976_481309,YNL077W,<1,NA,NA,NA,NA
chrXIV_485338_485567,YNL075W,<1,NA,NA,NA,NA
chrXIV_499339_501193,YNL067W,<1,NA,NA,NA,NA
chrXIV_506969_507727,YNL064C,<1,NA,NA,NA,NA
chrXIV_516704_516902,YNL058C,<1,NA,NA,NA,NA
chrXIV_525771_525929,YNL054W,<1,NA,NA,NA,NA
chrXIV_529505_529917,YNL053W,<1,NA,NA,NA,NA
chrXIV_532138_532669,YNL051W,<1,NA,NA,NA,NA
chrXIV_534887_535177,YNL050C,<1,NA,NA,NA,NA
chrXIV_545081_545307,YNL044W,<1,NA,NA,NA,NA
chrXIV_585336_585716,NME1,<1,NA,NA,NA,NA
chrXIV_585941_586500,snR66,<1,NA,NA,NA,NA
chrXIV_635293_635478,YNR003C,<1,NA,NA,NA,NA
chrXIV_636717_636981,YNR006W,<1,NA,NA,NA,NA
chrXIV_643482_643688,YNR010W,<1,NA,NA,NA,NA
chrXIV_664078_664335,YNR018W,<1,NA,NA,NA,NA
chrXIV_664961_665253,YNR019W,<1,NA,NA,NA,NA
chrXIV_674719_674889,YNR026C,<1,NA,NA,NA,NA
chrXIV_676010_676169,YNR028W,<1,NA,NA,NA,NA
chrXIV_692016_692547,YNR034W-A,<1,NA,NA,NA,NA
chrXIV_699439_699586,YNR039C,<1,NA,NA,NA,NA
chrXIV_701681_701845,YNR041C,<1,NA,NA,NA,NA
chrXIV_720665_721085,YNR052C,<1,NA,NA,NA,NA
chrXIV_743600_743818,YNR061C,<1,NA,NA,NA,NA
chrXIV_779671_779934,YNR075W,<1,NA,NA,NA,NA
chrXV_17841_18356,YOL159C,<1,NA,NA,NA,NA
chrXV_48629_48910,YOL146W,<1,NA,NA,NA,NA
chrXV_55072_55245,YOL143C,<1,NA,NA,NA,NA
chrXV_60964_61279,YOL139C,<1,NA,NA,NA,NA
chrXV_65409_65649,YOL137W,<1,NA,NA,NA,NA
chrXV_70043_70211,YOL135C,<1,NA,NA,NA,NA
chrXV_73889_74219,YOL130W,<1,NA,NA,NA,NA
chrXV_77291_77448,YOL129W,<1,NA,NA,NA,NA
chrXV_80056_80465,YOL127W,<1,NA,NA,NA,NA
chrXV_82894_83773,YOL126C,<1,NA,NA,NA,NA
chrXV_93701_94690,YOL120C,<1,NA,NA,NA,NA
chrXV_96374_96794,YOL119C,<1,NA,NA,NA,NA
chrXV_101242_101487,YOL115W,<1,NA,NA,NA,NA
chrXV_106252_106591,YOL112W,<1,NA,NA,NA,NA
chrXV_121449_123816,YOL103W,<1,NA,NA,NA,NA
chrXV_128897_129106,YOL100W,<1,NA,NA,NA,NA
chrXV_137784_138029,YOL097C,<1,NA,NA,NA,NA
chrXV_142556_142822,YOL093W,<1,NA,NA,NA,NA
chrXV_144099_144248,YOL092W,<1,NA,NA,NA,NA
chrXV_154701_155048,YOL088C,<1,NA,NA,NA,NA
chrXV_159330_160931,YOL086C,<1,NA,NA,NA,NA
chrXV_196328_196523,YOL071W,<1,NA,NA,NA,NA
chrXV_201729_201899,YOL068C,<1,NA,NA,NA,NA
chrXV_204434_204690,YOL066C,<1,NA,NA,NA,NA
chrXV_231757_232008,YOL052C-A,<1,NA,NA,NA,NA
chrXV_234075_234845,snR81,<1,NA,NA,NA,NA
chrXV_252601_252826,YOL041C,<1,NA,NA,NA,NA
chrXV_254661_254963,YOL038C-A,<1,NA,NA,NA,NA
chrXV_265144_265416,YOL032W,<1,NA,NA,NA,NA
chrXV_267527_268296,YOL030W,<1,NA,NA,NA,NA
chrXV_288559_288873,YOL019W,<1,NA,NA,NA,NA
chrXV_304018_304781,YOL012C,<1,NA,NA,NA,NA
chrXV_315436_315822,YOL006C,<1,NA,NA,NA,NA
chrXV_324356_324923,YOL002C,<1,NA,NA,NA,NA
chrXV_326413_326845,YOR001W,<1,NA,NA,NA,NA
chrXV_338636_338906,YOR006C,<1,NA,NA,NA,NA
chrXV_342547_343012,YOR008C-A,<1,NA,NA,NA,NA
chrXV_357195_357506,YOR014W,<1,NA,NA,NA,NA
chrXV_373482_373782,YOR021C,<1,NA,NA,NA,NA
chrXV_394563_394825,YOR033C,<1,NA,NA,NA,NA
chrXV_405413_405731,YOR038C,<1,NA,NA,NA,NA
chrXV_409565_410528,snR62,<1,NA,NA,NA,NA
chrXV_412577_412782,YOR044W,<1,NA,NA,NA,NA
chrXV_441180_441478,YOR060C,<1,NA,NA,NA,NA
chrXV_444446_446137,YOR063W,<1,NA,NA,NA,NA
chrXV_446666_447417,YOR064C,<1,NA,NA,NA,NA
chrXV_449168_449380,YOR066W,<1,NA,NA,NA,NA
chrXV_474394_474610,YOR079C,<1,NA,NA,NA,NA
chrXV_479256_479414,YOR081C,<1,NA,NA,NA,NA
chrXV_492886_493456,YOR091W,<1,NA,NA,NA,NA
chrXV_494373_495043,YOR092W,<1,NA,NA,NA,NA
chrXV_517233_517596,YOR104W,<1,NA,NA,NA,NA
chrXV_522131_523065,YOR108W,<1,NA,NA,NA,NA
chrXV_524866_525112,YOR108C-A,<1,NA,NA,NA,NA
chrXV_537116_537402,YOR114W,<1,NA,NA,NA,NA
chrXV_550220_551220,YOR120W,<1,NA,NA,NA,NA
