gene,TATA_class
YNL270C,TATA-less
YNL271C,TATA-less
YNL272C,TATA-less
YNL273W,TATA-less
YNL275W,TATA-less
YNL277W,TATA-containing
YNL277W-A,TATA-containing
YNL278W,TATA-less
YNL280C,TATA-less
YNL281W,TATA-less
YNL282W,TATA-less
YNL283C,TATA-less
YNL284C,TATA-less
YNL287W,TATA-less
YNL288W,TATA-less
YNL289W,TATA-containing
YNL290W,TATA-containing
YNL292W,TATA-less
YNL294C,TATA-less
YNL295W,TATA-less
YNL297C,TATA-less
YNL298W,TATA-less
YNL299W,TATA-less
YNL300W,TATA-containing
YNL301C,TATA-less
YNL302C,TATA-less
YNL304W,TATA-less
YNL305C,TATA-less
YNL306W,TATA-less
YNL307C,TATA-less
YNL308C,TATA-less
YNL309W,TATA-less
YNL310C,TATA-less
YNL311C,TATA-less
YNL312W,TATA-less
YNL313C,TATA-less
YNL315C,TATA-less
YNL317W,TATA-less
YNL320W,TATA-less
YNL321W,TATA-less
YNL322C,TATA-less
YNL326C,TATA-less
YNL327W,TATA-containing
YNL328C,TATA-less
YNL329C,TATA-less
YNL330C,TATA-less
YNR001C,TATA-containing
YNR003C,TATA-less
YNR006W,TATA-less
YNR009W,TATA-containing
YNR011C,TATA-less
YNR012W,TATA-less
YNR013C,TATA-less
YNR014W,TATA-containing
YNR015W,TATA-less
YNR017W,TATA-less
YNR018W,TATA-containing
YNR019W,TATA-less
YNR020C,TATA-less
YNR021W,TATA-less
YNR022C,TATA-containing
YNR023W,TATA-less
YNR024W,TATA-less
YNR026C,TATA-less
YNR027W,TATA-less
YNR029C,TATA-containing
YNR030W,TATA-less
YNR032W,TATA-less
YNR033W,TATA-containing
YNR034W,TATA-less
YNR035C,TATA-less
YNR036C,TATA-less
YNR037C,TATA-less
YNR038W,TATA-less
YNR039C,TATA-less
YNR040W,TATA-less
YNR041C,TATA-less
YNR043W,TATA-containing
YNR045W,TATA-less
YNR046W,TATA-less
YNR047W,TATA-less
YNR049C,TATA-less
YNR050C,TATA-containing
YNR052C,TATA-less
YNR053C,TATA-containing
YNR054C,TATA-less
YNR055C,TATA-less
YNR059W,TATA-less
YNR061C,TATA-less
YNR063W,TATA-less
YNR067C,TATA-containing
YNR069C,TATA-less
YNR074C,TATA-less
YNR075W,TATA-containing
YOL002C,TATA-less
YOL003C,TATA-less
YOL004W,TATA-less
YOL005C,TATA-less
YOL006C,TATA-less
YOL007C,TATA-less
YOL010W,TATA-less
YOL011W,TATA-containing
YOL012C,TATA-less
YOL013C,TATA-less
YOL014W,TATA-containing
YOL016C,TATA-less
YOL017W,TATA-less
YOL018C,TATA-less
YOL019W,TATA-less
YOL020W,TATA-less
YOL021C,TATA-less
YOL023W,TATA-less
YOL025W,TATA-less
YOL026C,TATA-less
YOL027C,TATA-less
YOL028C,TATA-less
YOL030W,TATA-containing
YOL031C,TATA-less
YOL032W,TATA-less
YOL033W,TATA-less
YOL035C,TATA-less
YOL036W,TATA-less
YOL038W,TATA-less
YOL039W,TATA-less
YOL040C,TATA-less
YOL041C,TATA-less
YOL044W,TATA-less
YOL045W,TATA-less
YOL048C,TATA-less
YOL049W,TATA-less
YOL051W,TATA-less
YOL052C,TATA-less
YOL054W,TATA-less
YOL056W,TATA-less
YOL057W,TATA-less
YOL058W,TATA-less
YOL059W,TATA-less
YOL060C,TATA-less
YOL061W,TATA-less
YOL062C,TATA-less
YOL063C,TATA-less
YOL064C,TATA-less
YOL065C,TATA-less
YOL067C,TATA-less
YOL068C,TATA-less
YOL071W,TATA-containing
YOL072W,TATA-less
YOL075C,TATA-less
YOL076W,TATA-less
YOL077C,TATA-less
YOL077W-A,TATA-less
YOL078W,TATA-less
YOL081W,TATA-less
YOL086C,TATA-containing
YOL086W-A,TATA-less
YOL087C,TATA-less
YOL088C,TATA-less
YOL089C,TATA-containing
YOL090W,TATA-less
YOL092W,TATA-less
YOL094C,TATA-containing
YOL095C,TATA-less
YOL096C,TATA-less
YOL097C,TATA-less
YOL097W-A,TATA-containing
YOL098C,TATA-less
YOL100W,TATA-less
YOL101C,TATA-containing
YOL102C,TATA-less
YOL103W,TATA-less
YOL104C,TATA-less
YOL108C,TATA-less
YOL109W,TATA-containing
YOL110W,TATA-less
YOL111C,TATA-less
YOL112W,TATA-less
YOL113W,TATA-less
YOL114C,TATA-less
YOL115W,TATA-less
YOL116W,TATA-less
YOL117W,TATA-less
YOL119C,TATA-less
YOL120C,TATA-less
YOL121C,TATA-less
YOL124C,TATA-less
YOL125W,TATA-less
YOL126C,TATA-containing
YOL127W,TATA-less
YOL128C,TATA-less
YOL129W,TATA-less
YOL130W,TATA-less
YOL135C,TATA-less
YOL136C,TATA-containing
YOL138C,TATA-less
YOL139C,TATA-less
YOL140W,TATA-less
YOL141W,TATA-containing
YOL142W,TATA-less
YOL143C,TATA-containing
YOL145C,TATA-less
YOL146W,TATA-less
YOL147C,TATA-containing
YOL148C,TATA-less
YOL149W,TATA-less
YOL151W,TATA-containing
YOL152W,TATA-less
YOL155C,TATA-containing
YOL158C,TATA-less
YOL159C-A,TATA-containing
YOR002W,TATA-less
YOR004W,TATA-less
YOR006C,TATA-less
YOR007C,TATA-less
YOR008C,TATA-less
YOR010C,TATA-less
YOR011W,TATA-less
YOR014W,TATA-less
YOR016C,TATA-less
YOR018W,TATA-less
YOR020C,TATA-less
YOR020W-A,TATA-less
YOR021C,TATA-less
YOR022C,TATA-less
YOR023C,TATA-less
YOR025W,TATA-containing
YOR026W,TATA-less
YOR027W,TATA-containing
YOR032W-A,TATA-less
YOR033C,TATA-less
YOR034C,TATA-less
YOR035C,TATA-less
YOR036W,TATA-less
YOR037W,TATA-less
YOR038C,TATA-less
YOR039W,TATA-less
YOR042W,TATA-less
YOR043W,TATA-less
YOR044W,TATA-less
YOR045W,TATA-less
YOR046C,TATA-less
YOR047C,TATA-less
YOR048C,TATA-less
YOR049C,TATA-less
YOR051C,TATA-less
YOR052C,TATA-containing
YOR054C,TATA-less
YOR056C,TATA-less
YOR057W,TATA-less
YOR058C,TATA-less
YOR059C,TATA-containing
YOR060C,TATA-less
YOR061W,TATA-containing
YOR063W,TATA-containing
YOR064C,TATA-less
YOR065W,TATA-containing
YOR066W,TATA-less
YOR069W,TATA-less
YOR070C,TATA-less
YOR073W,TATA-containing
YOR074C,TATA-less
YOR075W,TATA-less
YOR076C,TATA-less
YOR077W,TATA-less
YOR078W,TATA-less
YOR079C,TATA-containing
YOR083W,TATA-less
YOR085W,TATA-less
YOR086C,TATA-less
YOR087W,TATA-less
YOR089C,TATA-containing
YOR090C,TATA-less
YOR091W,TATA-less
YOR093C,TATA-less
YOR094W,TATA-less
YOR095C,TATA-less
YOR096W,TATA-less
YOR098C,TATA-less
YOR099W,TATA-less
YOR101W,TATA-less
YOR103C,TATA-less
YOR104W,TATA-containing
YOR106W,TATA-less
YOR107W,TATA-containing
YOR108W,TATA-less
YOR109W,TATA-less
YOR110W,TATA-containing
YOR111W,TATA-less
YOR113W,TATA-less
YOR115C,TATA-less
YOR116C,TATA-less
YOR117W,TATA-less
YOR118W,TATA-less
YOR119C,TATA-less
YOR122C,TATA-less
YOR123C,TATA-less
YOR124C,TATA-less
YOR126C,TATA-less
YOR127W,TATA-less
YOR128C,TATA-less
YOR129C,TATA-less
YOR130C,TATA-less
YOR131C,TATA-containing
YOR132W,TATA-less
YOR133W,TATA-less
YOR136W,TATA-containing
YOR137C,TATA-containing
YOR138C,TATA-less
YOR140W,TATA-less
YOR141C,TATA-less
YOR142W,TATA-containing
YOR143C,TATA-containing
YOR144C,TATA-less
YOR145C,TATA-less
YOR147W,TATA-less
YOR148C,TATA-less
YOR149C,TATA-less
YOR150W,TATA-less
YOR151C,TATA-less
YOR153W,TATA-less
YOR154W,TATA-less
YOR155C,TATA-less
YOR157C,TATA-less
YOR158W,TATA-less
YOR159C,TATA-less
YOR160W,TATA-less
YOR162C,TATA-less
YOR163W,TATA-less
YOR165W,TATA-less
YOR166C,TATA-less
YOR167C,TATA-less
YOR168W,TATA-less
YOR171C,TATA-less
YOR172W,TATA-less
YOR174W,TATA-less
YOR175C,TATA-less
YOR176W,TATA-less
YOR179C,TATA-less
YOR182C,TATA-less
YOR183W,TATA-containing
YOR185C,TATA-less
YOR186C-A,TATA-less
YOR187W,TATA-less
YOR188W,TATA-less
YOR189W,TATA-less
YOR191W,TATA-less
YOR193W,TATA-containing
YOR194C,TATA-less
YOR195W,TATA-less
YOR196C,TATA-less
YOR197W,TATA-less
YOR198C,TATA-containing
YOR199W,TATA-less
YOR200W,TATA-less
YOR201C,TATA-less
YOR202W,TATA-containing
YOR204W,TATA-containing
YOR205C,TATA-less
YOR206W,TATA-less
YOR207C,TATA-less
YOR208W,TATA-containing
YOR209C,TATA-less
YOR210W,TATA-less
YOR211C,TATA-less
YOR212W,TATA-less
YOR213C,TATA-less
YOR215C,TATA-less
YOR217W,TATA-less
YOR219C,TATA-less
YOR220W,TATA-less
YOR221C,TATA-less
YOR222W,TATA-less
YOR223W,TATA-containing
YOR224C,TATA-containing
YOR226C,TATA-less
YOR227W,TATA-less
YOR228C,TATA-less
YOR229W,TATA-less
YOR230W,TATA-less
YOR231W,TATA-less
YOR232W,TATA-less
YOR233W,TATA-less
YOR234C,TATA-less
YOR236W,TATA-less
YOR243C,TATA-less
YOR244W,TATA-less
YOR245C,TATA-less
YOR246C,TATA-containing
YOR247W,TATA-less
YOR250C,TATA-less
YOR251C,TATA-less
YOR252W,TATA-less
YOR253W,TATA-less
YOR254C,TATA-less
YOR256C,TATA-less
YOR259C,TATA-less
YOR260W,TATA-less
YOR261C,TATA-less
YOR262W,TATA-less
YOR264W,TATA-less
YOR265W,TATA-less
YOR266W,TATA-less
YOR267C,TATA-less
YOR269W,TATA-less
YOR270C,TATA-less
YOR272W,TATA-less
YOR273C,TATA-containing
YOR274W,TATA-less
YOR275C,TATA-less
YOR276W,TATA-less
YOR278W,TATA-less
YOR279C,TATA-less
YOR283W,TATA-less
YOR284W,TATA-less
YOR285W,TATA-containing
YOR286W,TATA-containing
YOR287C,TATA-less
YOR289W,TATA-less
YOR290C,TATA-less
YOR291W,TATA-less
YOR292C,TATA-less
YOR293W,TATA-less
YOR294W,TATA-less
YOR296W,TATA-containing
YOR297C,TATA-less
YOR298C-A,TATA-less
YOR299W,TATA-less
YOR301W,TATA-less
YOR302W,TATA-less
YOR306C,TATA-containing
YOR308C,TATA-less
YOR310C,TATA-less
YOR311C,TATA-containing
YOR312C,TATA-less
YOR315W,TATA-less
YOR316C-A,TATA-containing
YOR318C,TATA-less
YOR319W,TATA-less
YOR320C,TATA-less
YOR322C,TATA-less
YOR323C,TATA-less
YOR324C,TATA-less
YOR327C,TATA-less
YOR329C,TATA-less
YOR330C,TATA-less
YOR332W,TATA-less
YOR334W,TATA-less
YOR335C,TATA-less
YOR336W,TATA-less
YOR337W,TATA-less
YOR340C,TATA-containing
YOR341W,TATA-less
YOR344C,TATA-containing
YOR346W,TATA-less
YOR349W,TATA-less
YOR350C,TATA-less
YOR352W,TATA-less
YOR353C,TATA-less
YOR354C,TATA-less
YOR357C,TATA-less
YOR358W,TATA-less
YOR359W,TATA-less
YOR360C,TATA-less
YOR361C,TATA-less
YOR362C,TATA-less
YOR363C,TATA-less
YOR369C,TATA-containing
YOR370C,TATA-less
YOR371C,TATA-less
YOR372C,TATA-less
YOR373W,TATA-less
YOR374W,TATA-containing
YOR375C,TATA-containing
YOR377W,TATA-less
YOR382W,TATA-less
YOR383C,TATA-less
YOR385W,TATA-containing
YOR386W,TATA-less
YOR390W,TATA-less
YPL001W,TATA-less
YPL002C,TATA-less
YPL003W,TATA-less
YPL004C,TATA-containing
YPL005W,TATA-less
YPL006W,TATA-less
YPL007C,TATA-containing
YPL008W,TATA-less
YPL010W,TATA-less
YPL011C,TATA-less
YPL012W,TATA-less
YPL013C,TATA-less
YPL014W,TATA-containing
YPL015C,TATA-less
YPL016W,TATA-less
YPL018W,TATA-containing
YPL019C,TATA-less
YPL022W,TATA-less
YPL023C,TATA-less
YPL024W,TATA-less
YPL026C,TATA-containing
YPL028W,TATA-containing
YPL029W,TATA-less
YPL030W,TATA-less
YPL031C,TATA-less
YPL032C,TATA-less
YPL034W,TATA-less
YPL037C,TATA-less
YPL038W,TATA-less
YPL039W,TATA-less
YPL040C,TATA-less
YPL041C,TATA-less
YPL042C,TATA-containing
YPL043W,TATA-less
YPL045W,TATA-less
YPL047W,TATA-less
YPL048W,TATA-less
YPL049C,TATA-less
YPL050C,TATA-less
YPL053C,TATA-containing
YPL055C,TATA-less
YPL057C,TATA-containing
YPL058C,TATA-less
YPL059W,TATA-less
YPL061W,TATA-containing
YPL063W,TATA-less
YPL065W,TATA-less
YPL066W,TATA-less
YPL067C,TATA-containing
YPL068C,TATA-less
YPL069C,TATA-less
YPL070W,TATA-less
YPL072W,TATA-less
YPL074W,TATA-less
YPL075W,TATA-less
YPL076W,TATA-less
YPL078C,TATA-less
YPL079W,TATA-less
YPL081W,TATA-less
YPL082C,TATA-containing
YPL084W,TATA-less
YPL085W,TATA-less
YPL086C,TATA-less
YPL087W,TATA-less
YPL089C,TATA-less
YPL090C,TATA-containing
YPL091W,TATA-less
YPL092W,TATA-less
YPL093W,TATA-containing
YPL094C,TATA-containing
YPL095C,TATA-containing
YPL096C-A,TATA-less
YPL096W,TATA-less
YPL098C,TATA-less
YPL099C,TATA-less
YPL100W,TATA-less
YPL101W,TATA-less
YPL104W,TATA-less
YPL105C,TATA-less
YPL106C,TATA-less
YPL107W,TATA-less
YPL109C,TATA-less
YPL111W,TATA-containing
YPL112C,TATA-less
YPL114W,TATA-less
YPL116W,TATA-less
YPL117C,TATA-less
YPL118W,TATA-less
YPL120W,TATA-less
YPL122C,TATA-less
YPL125W,TATA-less
YPL126W,TATA-less
YPL127C,TATA-less
YPL128C,TATA-less
YPL129W,TATA-less
YPL131W,TATA-less
YPL132W,TATA-less
YPL133C,TATA-less
YPL135W,TATA-containing
YPL137C,TATA-less
YPL138C,TATA-less
YPL139C,TATA-less
YPL140C,TATA-less
YPL141C,TATA-less
YPL143W,TATA-less
YPL144W,TATA-less
YPL145C,TATA-less
YPL146C,TATA-less
YPL148C,TATA-containing
YPL149W,TATA-less
YPL150W,TATA-less
YPL151C,TATA-less
YPL152W,TATA-less
YPL153C,TATA-containing
YPL154C,TATA-containing
YPL155C,TATA-less
YPL156C,TATA-containing
YPL157W,TATA-less
YPL158C,TATA-containing
YPL159C,TATA-less
YPL160W,TATA-less
YPL163C,TATA-less
YPL164C,TATA-less
YPL165C,TATA-less
YPL167C,TATA-less
YPL168W,TATA-less
YPL169C,TATA-less
YPL170W,TATA-less
YPL173W,TATA-less
YPL176C,TATA-less
YPL177C,TATA-less
YPL178W,TATA-less
YPL179W,TATA-less
YPL180W,TATA-less
YPL181W,TATA-less
YPL183C,TATA-less
YPL183W-A,TATA-less
YPL188W,TATA-less
YPL189C-A,TATA-containing
YPL190C,TATA-less
YPL191C,TATA-less
YPL193W,TATA-less
YPL194W,TATA-less
YPL195W,TATA-less
YPL196W,TATA-containing
YPL198W,TATA-containing
YPL199C,TATA-less
YPL202C,TATA-less
YPL203W,TATA-less
YPL204W,TATA-less
YPL206C,TATA-less
YPL207W,TATA-less
YPL209C,TATA-containing
YPL210C,TATA-less
YPL211W,TATA-less
YPL212C,TATA-less
YPL213W,TATA-less
YPL214C,TATA-containing
YPL215W,TATA-less
YPL216W,TATA-less
YPL218W,TATA-less
YPL220W,TATA-less
YPL221W,TATA-less
YPL222C-A,TATA-containing
YPL225W,TATA-less
YPL226W,TATA-less
YPL227C,TATA-less
YPL228W,TATA-less
YPL229W,TATA-less
YPL231W,TATA-less
YPL232W,TATA-less
YPL233W,TATA-less
YPL234C,TATA-less
YPL235W,TATA-less
YPL237W,TATA-less
YPL239W,TATA-less
YPL240C,TATA-containing
YPL241C,TATA-less
YPL242C,TATA-less
YPL243W,TATA-less
YPL244C,TATA-less
YPL245W,TATA-containing
YPL246C,TATA-less
YPL249C,TATA-less
YPL249C-A,TATA-less
YPL250C,TATA-containing
YPL252C,TATA-containing
YPL253C,TATA-less
YPL254W,TATA-less
YPL256C,TATA-containing
YPL257W,TATA-less
YPL258C,TATA-less
YPL259C,TATA-less
YPL260W,TATA-less
YPL262W,TATA-less
YPL263C,TATA-less
YPL265W,TATA-containing
YPL266W,TATA-less
YPL267W,TATA-containing
YPL268W,TATA-containing
YPL269W,TATA-less
YPL270W,TATA-less
YPL271W,TATA-less
YPL273W,TATA-less
YPL274W,TATA-containing
YPL279C,TATA-less
YPR003C,TATA-containing
YPR004C,TATA-less
YPR008W,TATA-less
YPR009W,TATA-less
YPR010C,TATA-less
YPR010C-A,TATA-less
YPR011C,TATA-less
YPR015C,TATA-containing
YPR016C,TATA-less
YPR017C,TATA-less
YPR018W,TATA-less
YPR019W,TATA-less
YPR020W,TATA-less
YPR021C,TATA-containing
YPR022C,TATA-containing
YPR023C,TATA-less
YPR024W,TATA-less
YPR025C,TATA-containing
YPR028W,TATA-less
YPR029C,TATA-less
YPR031W,TATA-less
YPR032W,TATA-less
YPR033C,TATA-less
YPR034W,TATA-less
YPR035W,TATA-containing
YPR036W,TATA-less
YPR036W-A,TATA-containing
YPR037C,TATA-less
YPR040W,TATA-less
YPR041W,TATA-less
YPR042C,TATA-less
YPR043W,TATA-less
YPR045C,TATA-less
YPR046W,TATA-less
YPR047W,TATA-less
YPR048W,TATA-less
YPR050C,TATA-less
YPR051W,TATA-less
YPR052C,TATA-less
YPR055W,TATA-less
YPR056W,TATA-less
YPR060C,TATA-less
YPR061C,TATA-less
YPR062W,TATA-less
YPR063C,TATA-less
YPR065W,TATA-less
YPR069C,TATA-less
YPR070W,TATA-less
YPR071W,TATA-containing
YPR072W,TATA-less
YPR073C,TATA-less
YPR074C,TATA-containing
YPR075C,TATA-less
YPR079W,TATA-less
YPR080W,TATA-less
YPR082C,TATA-less
YPR083W,TATA-less
YPR084W,TATA-less
YPR086W,TATA-less
YPR088C,TATA-less
YPR091C,TATA-less
YPR094W,TATA-less
YPR095C,TATA-less
YPR097W,TATA-less
YPR098C,TATA-less
YPR100W,TATA-less
YPR101W,TATA-containing
YPR102C,TATA-less
YPR103W,TATA-less
YPR104C,TATA-less
YPR105C,TATA-less
YPR106W,TATA-less
YPR107C,TATA-less
YPR108W,TATA-less
YPR109W,TATA-containing
YPR110C,TATA-less
YPR111W,TATA-less
YPR112C,TATA-less
YPR113W,TATA-containing
YPR114W,TATA-less
YPR115W,TATA-less
YPR116W,TATA-less
YPR118W,TATA-less
YPR119W,TATA-less
YPR120C,TATA-less
YPR122W,TATA-less
YPR124W,TATA-less
YPR125W,TATA-less
YPR127W,TATA-containing
YPR128C,TATA-less
YPR129W,TATA-less
YPR131C,TATA-containing
YPR132W,TATA-less
YPR133C,TATA-containing
YPR133W-A,TATA-less
YPR135W,TATA-less
YPR137W,TATA-less
YPR138C,TATA-containing
YPR139C,TATA-less
YPR141C,TATA-containing
YPR143W,TATA-less
YPR144C,TATA-less
YPR145W,TATA-less
YPR147C,TATA-less
YPR148C,TATA-less
YPR149W,TATA-containing
YPR153W,TATA-less
YPR154W,TATA-less
YPR155C,TATA-less
YPR156C,TATA-containing
YPR158W,TATA-less
YPR159W,TATA-less
YPR161C,TATA-less
YPR162C,TATA-less
YPR163C,TATA-less
YPR164W,TATA-less
YPR165W,TATA-less
YPR166C,TATA-less
YPR167C,TATA-containing
YPR168W,TATA-less
YPR169W,TATA-less
YPR169W-A,TATA-less
YPR170W-A,TATA-less
YPR171W,TATA-containing
YPR172W,TATA-less
YPR173C,TATA-less
YPR174C,TATA-less
YPR175W,TATA-less
YPR176C,TATA-containing
YPR178W,TATA-less
YPR179C,TATA-containing
YPR181C,TATA-less
YPR182W,TATA-less
YPR183W,TATA-less
YPR184W,TATA-less
YPR185W,TATA-less
YPR186C,TATA-less
YPR187W,TATA-less
YPR190C,TATA-less
YPR191W,TATA-containing
YPR198W,TATA-less
YPR202W,TATA-less
ANT014,TATA-less
ANT027,TATA-less
ANT061,TATA-less
ANT080,TATA-less
ANT109,TATA-less
ANT110,TATA-less
ANT129,TATA-less
ANT136,TATA-less
ANT139,TATA-less
ANT142,TATA-less
ANT145,TATA-less
ANT153,TATA-less
ANT156,TATA-less
ANT211,TATA-less
ANT213,TATA-less
ANT214,TATA-containing
ANT217,TATA-containing
ANT232,TATA-less
ANT253,TATA-less
ANT255,TATA-containing
ANT264,TATA-less
ANT273,TATA-less
ANT277,TATA-containing
ANT278,TATA-less
ANT286,TATA-containing
ANT323,TATA-less
ANT333,TATA-less
ANT338,TATA-containing
ANT341,TATA-less
ANT350,TATA-containing
ANT368,TATA-less
ANT371,TATA-less
ANT379,TATA-less
ANT398,TATA-less
ANT423,TATA-less
ANT424,TATA-containing
ANT426,TATA-containing
ANT441,TATA-less
ANT449,TATA-less
ANT455,TATA-less
ANT473,TATA-less
CUT001,TATA-less
CUT009,TATA-containing
CUT011,TATA-containing
CUT018,TATA-less
CUT020,TATA-less
CUT021,TATA-less
CUT022,TATA-less
CUT023,TATA-less
CUT024,TATA-less
CUT025,TATA-less
CUT027,TATA-less
CUT029,TATA-less
CUT030,TATA-less
CUT031,TATA-less
CUT033,TATA-less
CUT034,TATA-less
CUT037,TATA-less
CUT039,TATA-containing
CUT040,TATA-less
CUT041,TATA-less
CUT042,TATA-less
CUT044,TATA-less
CUT045,TATA-less
CUT048,TATA-less
CUT050,TATA-less
CUT051,TATA-containing
CUT054,TATA-less
CUT057,TATA-less
CUT059,TATA-containing
CUT062,TATA-less
CUT064,TATA-less
CUT065,TATA-containing
CUT066,TATA-less
CUT067,TATA-less
CUT069,TATA-containing
CUT071,TATA-less
CUT073,TATA-less
CUT075,TATA-less
CUT076,TATA-less
CUT081,TATA-containing
CUT082,TATA-less
CUT083,TATA-less
CUT088,TATA-less
CUT089,TATA-less
CUT094,TATA-less
CUT095,TATA-less
CUT097,TATA-less
CUT098,TATA-less
CUT101,TATA-less
CUT103,TATA-less
CUT104,TATA-less
CUT105,TATA-less
CUT106,TATA-less
CUT109,TATA-less
CUT110,TATA-less
CUT111,TATA-less
CUT112,TATA-less
CUT115,TATA-less
CUT116,TATA-less
CUT118,TATA-less
CUT119,TATA-less
CUT121,TATA-less
CUT124,TATA-less
CUT128,TATA-less
CUT129,TATA-containing
CUT130,TATA-containing
CUT133,TATA-less
CUT134,TATA-less
CUT135,TATA-less
CUT136,TATA-less
CUT137,TATA-less
CUT140,TATA-less
CUT142,TATA-less
CUT143,TATA-containing
CUT144,TATA-less
CUT146,TATA-less
CUT149,TATA-less
CUT151,TATA-less
CUT153,TATA-less
CUT155,TATA-less
CUT156,TATA-less
CUT159,TATA-less
CUT160,TATA-less
CUT163,TATA-less
CUT171,TATA-less
CUT173,TATA-less
CUT175,TATA-containing
CUT178,TATA-less
CUT179,TATA-less
CUT182,TATA-less
CUT183,TATA-less
CUT186,TATA-less
CUT188,TATA-less
CUT190,TATA-containing
CUT191,TATA-less
CUT192,TATA-less
CUT194,TATA-containing
CUT196,TATA-less
CUT197,TATA-less
CUT198,TATA-less
CUT199,TATA-less
CUT200,TATA-less
CUT204,TATA-less
CUT206,TATA-less
CUT207,TATA-less
CUT211,TATA-containing
CUT213,TATA-less
CUT215,TATA-containing
CUT219,TATA-less
CUT221,TATA-less
CUT225,TATA-less
CUT228,TATA-less
CUT231,TATA-less
CUT232,TATA-less
CUT234,TATA-less
CUT236,TATA-less
CUT240,TATA-containing
CUT241,TATA-less
CUT244,TATA-less
CUT246,TATA-less
CUT250,TATA-less
CUT254,TATA-less
CUT265,TATA-less
CUT266,TATA-less
CUT267,TATA-less
CUT270,TATA-less
CUT271,TATA-less
CUT272,TATA-less
CUT273,TATA-containing
CUT275,TATA-less
CUT277,TATA-less
CUT278,TATA-less
CUT280,TATA-less
CUT285,TATA-containing
CUT293,TATA-less
CUT294,TATA-less
CUT300,TATA-less
CUT301,TATA-less
CUT303,TATA-containing
CUT305,TATA-less
CUT306,TATA-less
CUT309,TATA-containing
CUT311,TATA-less
CUT313,TATA-less
CUT315,TATA-less
CUT319,TATA-less
CUT320,TATA-less
CUT321,TATA-containing
CUT322,TATA-less
CUT325,TATA-less
CUT327,TATA-less
CUT330,TATA-less
CUT332,TATA-less
CUT334,TATA-less
CUT335,TATA-containing
CUT338,TATA-less
CUT340,TATA-less
CUT341,TATA-less
CUT343,TATA-less
CUT350,TATA-less
CUT351,TATA-less
CUT354,TATA-less
CUT355,TATA-less
CUT356,TATA-containing
CUT361,TATA-less
CUT362,TATA-less
CUT363,TATA-less
CUT366,TATA-less
CUT367,TATA-containing
CUT369,TATA-less
CUT372,TATA-less
CUT374,TATA-less
CUT375,TATA-less
CUT377,TATA-less
CUT378,TATA-less
CUT379,TATA-containing
CUT386,TATA-containing
CUT387,TATA-less
CUT391,TATA-less
CUT395,TATA-less
CUT396,TATA-less
CUT398,TATA-less
CUT399,TATA-less
CUT400,TATA-less
CUT402,TATA-less
CUT403,TATA-less
CUT405,TATA-less
CUT407,TATA-less
CUT408,TATA-less
CUT409,TATA-containing
CUT411,TATA-less
CUT416,TATA-less
CUT417,TATA-less
CUT418,TATA-less
CUT422,TATA-less
CUT423,TATA-less
CUT424,TATA-less
CUT428,TATA-less
CUT431,TATA-less
CUT432,TATA-containing
CUT433,TATA-less
CUT434,TATA-less
CUT437,TATA-less
CUT438,TATA-less
CUT439,TATA-containing
CUT441,TATA-less
CUT445,TATA-less
CUT446,TATA-less
CUT448,TATA-less
CUT453,TATA-less
CUT455,TATA-less
CUT456,TATA-less
CUT460,TATA-containing
CUT461,TATA-less
CUT462,TATA-containing
CUT465,TATA-less
CUT467,TATA-less
CUT468,TATA-less
CUT470,TATA-less
CUT472,TATA-less
CUT473,TATA-less
CUT474,TATA-less
CUT475,TATA-less
CUT476,TATA-less
CUT479,TATA-containing
CUT481,TATA-less
CUT482,TATA-less
CUT483,TATA-containing
CUT487,TATA-less
CUT489,TATA-less
CUT491,TATA-less
CUT492,TATA-less
CUT496,TATA-containing
CUT499,TATA-less
CUT503,TATA-less
CUT504,TATA-less
CUT505,TATA-less
CUT507,TATA-containing
CUT508,TATA-less
CUT513,TATA-less
CUT515,TATA-less
CUT516,TATA-less
CUT517,TATA-less
CUT518,TATA-less
CUT522,TATA-less
CUT524,TATA-less
CUT528,TATA-less
CUT532,TATA-less
CUT534,TATA-less
CUT536,TATA-less
CUT543,TATA-less
CUT545,TATA-less
CUT547,TATA-less
CUT550,TATA-less
CUT551,TATA-containing
CUT554,TATA-containing
CUT555,TATA-less
CUT559,TATA-less
CUT561,TATA-containing
CUT563,TATA-less
CUT564,TATA-less
CUT566,TATA-less
CUT567,TATA-containing
CUT568,TATA-less
CUT571,TATA-less
CUT572,TATA-less
CUT575,TATA-less
CUT576,TATA-less
CUT577,TATA-less
CUT579,TATA-less
CUT580,TATA-less
CUT581,TATA-less
CUT585,TATA-less
CUT587,TATA-less
CUT592,TATA-less
CUT593,TATA-less
CUT595,TATA-less
CUT596,TATA-less
CUT599,TATA-less
CUT601,TATA-less
CUT604,TATA-less
CUT605,TATA-less
CUT606,TATA-containing
CUT607,TATA-less
CUT609,TATA-less
CUT612,TATA-less
CUT614,TATA-containing
CUT617,TATA-less
CUT618,TATA-less
CUT619,TATA-less
CUT620,TATA-containing
CUT621,TATA-less
CUT623,TATA-less
CUT624,TATA-less
CUT628,TATA-less
CUT629,TATA-less
CUT630,TATA-less
CUT632,TATA-less
CUT633,TATA-containing
CUT636,TATA-less
CUT637,TATA-less
CUT638,TATA-less
CUT639,TATA-less
CUT640,TATA-less
CUT644,TATA-less
CUT646,TATA-containing
CUT650,TATA-containing
CUT652,TATA-containing
